T,D,L,count,quality,cost,model_name
T7,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D8,L2,1.0,0.32,9.52875e-05,midm-base-2.3.2
T7,D8,L3,0.5,0.31,4.52925e-05,midm-base-2.3.2
T7,D9,L1,2.0,0.9600000000000001,0.00017721000000000002,midm-base-2.3.2
T7,D9,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T8,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T8,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T8,D2,L1,0.5,0.385,5.490375e-05,midm-base-2.3.2
T8,D2,L2,37.0,30.602500000000003,0.005362190624999997,midm-base-2.3.2
T8,D2,L3,39.0,32.662499999999994,0.006105020624999998,midm-base-2.3.2
T8,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D3,L2,3.75,3.2175,0.000564609375,midm-base-2.3.2
T8,D3,L3,2.25,1.92,0.00040173374999999997,midm-base-2.3.2
T8,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D4,L2,0.25,0.2375,3.5743125e-05,midm-base-2.3.2
T8,D4,L3,0.3333333333333333,0.29,3.121249999999999e-05,midm-base-2.3.2
T8,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D5,L2,6.5,5.0575,0.000953596875,midm-base-2.3.2
T8,D5,L3,6.25,5.1825,0.001234261875,midm-base-2.3.2
T8,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D6,L2,3.5,2.9925,0.00044100375,midm-base-2.3.2
T8,D6,L3,4.083333333333334,3.2399999999999998,0.0006397943750000001,midm-base-2.3.2
T8,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D7,L2,2.5,2.03,0.0002901525,midm-base-2.3.2
T8,D7,L3,5.25,4.1275,0.0008134087500000001,midm-base-2.3.2
T8,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D8,L2,17.5,13.975000000000001,0.0025457850000000005,midm-base-2.3.2
T8,D8,L3,32.833333333333336,26.6725,0.004763103125,midm-base-2.3.2
T8,D9,L1,4.5,3.1550000000000002,0.00041344875,midm-base-2.3.2
T8,D9,L2,24.5,20.032500000000006,0.0026719275000000003,midm-base-2.3.2
T8,D9,L3,16.5,13.74,0.0019463400000000002,midm-base-2.3.2
T8,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T8,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T8,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T9,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D2,L1,0.5,0.38,4.7685e-05,midm-base-2.3.2
T9,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T9,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T9,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T9,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T9,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T9,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D8,L1,1.5,1.1099999999999999,0.0001337325,midm-base-2.3.2
T9,D8,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D8,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D9,L1,1.0,0.88,6.798000000000001e-05,midm-base-2.3.2
T9,D9,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T9,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T9,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T9,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T10,D1,L1,0.25,0.225,2.0851875e-05,midm-base-2.3.2
T10,D1,L2,0.75,0.4175,0.00012177,midm-base-2.3.2
T10,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T10,D2,L1,22.75,15.529999999999998,0.0024627281250000003,midm-base-2.3.2
T10,D2,L2,116.41666666666666,84.48166666666665,0.018395966875000003,midm-base-2.3.2
T10,D2,L3,8.5,5.7875,0.001438449375,midm-base-2.3.2
T10,D3,L1,0.5,0.355,6.133875000000001e-05,midm-base-2.3.2
T10,D3,L2,10.25,6.6674999999999995,0.0016187531250000003,midm-base-2.3.2
T10,D3,L3,0.25,0.195,3.96e-05,midm-base-2.3.2
T10,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T10,D4,L2,1.25,0.8425,0.00022202812500000002,midm-base-2.3.2
T10,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T10,D5,L1,2.0,1.65,0.00019861875000000003,midm-base-2.3.2
T10,D5,L2,15.166666666666668,11.29416666666667,0.0024579568749999994,midm-base-2.3.2
T10,D5,L3,0.75,0.5974999999999999,0.00015961687499999998,midm-base-2.3.2
T10,D6,L1,2.0,1.485,0.00025834875,midm-base-2.3.2
T10,D6,L2,8.166666666666668,5.984166666666668,0.00139673875,midm-base-2.3.2
T10,D6,L3,0.75,0.51,0.000148685625,midm-base-2.3.2
T10,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T10,D7,L2,3.0,2.26,0.00040408500000000005,midm-base-2.3.2
T10,D7,L3,0.75,0.5125000000000001,0.00012160500000000001,midm-base-2.3.2
T10,D8,L1,17.0,9.660000000000002,0.0017209500000000002,midm-base-2.3.2
T10,D8,L2,39.0,23.435,0.005207647500000002,midm-base-2.3.2
T10,D8,L3,4.5,2.7625,0.000756710625,midm-base-2.3.2
T10,D9,L1,32.0,22.83,0.0029189325000000006,midm-base-2.3.2
T10,D9,L2,23.0,16.332500000000003,0.0022991512499999996,midm-base-2.3.2
T10,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T10,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T10,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T10,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T11,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T11,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T11,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T11,D2,L1,0.0,0.0,0.0,midm-base-2.3.2
T11,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T11,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T11,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T11,D3,L2,0.5,0.0,4.95825e-05,midm-base-2.3.2
T11,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T11,D4,L1,2.0,1.88,0.00020319750000000002,midm-base-2.3.2
T11,D4,L2,0.5,0.43,4.1868750000000005e-05,midm-base-2.3.2
T11,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T11,D5,L1,2.833333333333333,1.4416666666666667,0.00027286875,midm-base-2.3.2
T11,D5,L2,0.5,0.0,4.95825e-05,midm-base-2.3.2
T11,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T11,D6,L1,0.5,0.5,4.442625e-05,midm-base-2.3.2
T11,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T11,D6,L3,0.5,0.34,4.7231250000000006e-05,midm-base-2.3.2
T11,D7,L1,1.0,0.515,8.798625e-05,midm-base-2.3.2
T11,D7,L2,2.5,1.16,0.00023916750000000002,midm-base-2.3.2
T11,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T11,D8,L1,41.833333333333336,32.94166666666666,0.00400549875,midm-base-2.3.2
T11,D8,L2,9.5,7.205,0.0010032,midm-base-2.3.2
T11,D8,L3,5.0,4.01,0.0006990225000000002,midm-base-2.3.2
T11,D9,L1,1.8333333333333333,1.3516666666666666,0.00018562500000000003,midm-base-2.3.2
T11,D9,L2,0.0,0.0,0.0,midm-base-2.3.2
T11,D9,L3,0.5,0.34,4.7231250000000006e-05,midm-base-2.3.2
T11,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T11,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T11,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T12,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D2,L1,1.0,0.95,9.21525e-05,midm-base-2.3.2
T12,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T12,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T12,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T12,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T12,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T12,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T12,D8,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D8,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D9,L1,1.0,0.79,8.52225e-05,midm-base-2.3.2
T12,D9,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T12,D10,L1,2.0,1.1,0.00015881250000000002,midm-base-2.3.2
T12,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T12,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D2,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D8,L2,1.0,0.73,4.7602500000000004e-05,midm-mini-2.3.1
T1,D8,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D9,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D9,L2,0.5,0.0,1.6314375e-05,midm-mini-2.3.1
T1,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T1,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T1,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T1,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T2,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D2,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D2,L2,9.5,5.985000000000001,0.00038620312500000004,midm-mini-2.3.1
T2,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T2,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T2,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T2,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T2,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D7,L1,0.5,0.415,1.8830625e-05,midm-mini-2.3.1
T2,D7,L2,1.5,0.89,6.1441875e-05,midm-mini-2.3.1
T2,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D8,L1,1.5,1.215,7.0558125e-05,midm-mini-2.3.1
T2,D8,L2,12.0,8.705,0.00063372375,midm-mini-2.3.1
T2,D8,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D9,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D9,L2,4.0,2.42,0.00013336125,midm-mini-2.3.1
T2,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T2,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T2,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T2,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T3,D1,L1,12.083333333333332,10.4325,0.0006156665625,midm-mini-2.3.1
T3,D1,L2,18.583333333333332,11.466666666666667,0.0011963256250000001,midm-mini-2.3.1
T3,D1,L3,0.3333333333333333,0.10666666666666666,3.158375e-05,midm-mini-2.3.1
T3,D2,L1,13.583333333333332,11.737499999999999,0.0006761390624999999,midm-mini-2.3.1
T3,D2,L2,22.083333333333332,14.201666666666664,0.0013349256250000001,midm-mini-2.3.1
T3,D2,L3,0.3333333333333333,0.10666666666666666,3.158375e-05,midm-mini-2.3.1
T3,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T3,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T3,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T3,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T3,D4,L2,0.5,0.43,1.8459375e-05,midm-mini-2.3.1
T3,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T3,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T3,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T3,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T3,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T3,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T3,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T3,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T3,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T3,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T3,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T3,D8,L2,1.0,0.76,4.483875e-05,midm-mini-2.3.1
T3,D8,L3,0.3333333333333333,0.10666666666666666,3.158375e-05,midm-mini-2.3.1
T3,D9,L1,0.8333333333333333,0.7849999999999999,3.67125e-05,midm-mini-2.3.1
T3,D9,L2,0.3333333333333333,0.13666666666666666,1.387375e-05,midm-mini-2.3.1
T3,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T3,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T3,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T3,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D2,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D8,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D8,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D9,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D9,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T4,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T4,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T4,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D2,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D5,L1,1.0,0.33,3.6795e-05,midm-mini-2.3.1
T5,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D8,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D8,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D9,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D9,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T5,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T5,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T5,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D2,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D3,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D8,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D8,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D9,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D9,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T6,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T6,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T6,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D2,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D2,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D2,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D3,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D3,L3,0.5,0.37,2.2316249999999998e-05,midm-mini-2.3.1
T7,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D4,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D4,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D5,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D5,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D6,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D6,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D7,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D7,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D8,L2,1.0,0.48,4.6158750000000006e-05,midm-mini-2.3.1
T7,D8,L3,0.5,0.37,2.2316249999999998e-05,midm-mini-2.3.1
T7,D9,L1,1.0,0.55,4.1745e-05,midm-mini-2.3.1
T7,D9,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D9,L3,0.0,0.0,0.0,midm-mini-2.3.1
T7,D10,L1,0.0,0.0,0.0,midm-mini-2.3.1
T7,D10,L2,0.0,0.0,0.0,midm-mini-2.3.1
T7,D10,L3,0.0,0.0,0.0,midm-mini-2.3.1
T8,D1,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D1,L2,0.0,0.0,0.0,midm-mini-2.3.1
T8,D1,L3,0.0,0.0,0.0,midm-mini-2.3.1
T8,D2,L1,0.5,0.36,2.1594375000000003e-05,midm-mini-2.3.1
T8,D2,L2,37.0,27.18249999999999,0.0022951190625000004,midm-mini-2.3.1
T8,D2,L3,39.0,28.6925,0.002544021562500001,midm-mini-2.3.1
T8,D3,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D3,L2,3.75,2.75,0.00021671718750000002,midm-mini-2.3.1
T8,D3,L3,2.25,1.5975000000000001,0.00012797812500000002,midm-mini-2.3.1
T8,D4,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D4,L2,0.25,0.2,1.50665625e-05,midm-mini-2.3.1
T8,D4,L3,0.3333333333333333,0.3333333333333333,1.247125e-05,midm-mini-2.3.1
T8,D5,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D5,L2,6.5,4.945,0.0003797784375000001,midm-mini-2.3.1
T8,D5,L3,6.25,4.48,0.0003584934375000001,midm-mini-2.3.1
T8,D6,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D6,L2,3.5,2.655,0.000181520625,midm-mini-2.3.1
T8,D6,L3,4.083333333333334,2.663333333333333,0.0002142971875,midm-mini-2.3.1
T8,D7,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D7,L2,2.5,1.515,0.00010638375,midm-mini-2.3.1
T8,D7,L3,5.25,3.9225000000000008,0.000276148125,midm-mini-2.3.1
T8,D8,L1,0.0,0.0,0.0,midm-mini-2.3.1
T8,D8,L2,17.5,11.969999999999999,0.0008556074999999999,midm-mini-2.3.1
T8,D8,L3,32.833333333333336,21.245833333333337,0.0016271303125,midm-mini-2.3.1
T8,D9,L1,4.5,3.23,0.00018156187500000003,midm-mini-2.3.1
