T,D,L,count,quality,cost,model_name
T3,D7,L3,0.0,0.0,0.0,sota-k
T3,D8,L1,0.0,0.0,0.0,sota-k
T3,D8,L2,1.0,0.84,0.0017850000000000001,sota-k
T3,D8,L3,0.3333333333333333,0.3133333333333333,0.0008939999999999999,sota-k
T3,D9,L1,0.8333333333333333,0.8133333333333332,0.001584,sota-k
T3,D9,L2,0.3333333333333333,0.2866666666666666,0.0010536666666666667,sota-k
T3,D9,L3,0.0,0.0,0.0,sota-k
T3,D10,L1,0.0,0.0,0.0,sota-k
T3,D10,L2,0.0,0.0,0.0,sota-k
T3,D10,L3,0.0,0.0,0.0,sota-k
T4,D1,L1,0.0,0.0,0.0,sota-k
T4,D1,L2,0.0,0.0,0.0,sota-k
T4,D1,L3,0.0,0.0,0.0,sota-k
T4,D2,L1,0.0,0.0,0.0,sota-k
T4,D2,L2,0.0,0.0,0.0,sota-k
T4,D2,L3,0.0,0.0,0.0,sota-k
T4,D3,L1,0.0,0.0,0.0,sota-k
T4,D3,L2,0.0,0.0,0.0,sota-k
T4,D3,L3,0.0,0.0,0.0,sota-k
T4,D4,L1,0.0,0.0,0.0,sota-k
T4,D4,L2,0.0,0.0,0.0,sota-k
T4,D4,L3,0.0,0.0,0.0,sota-k
T4,D5,L1,0.0,0.0,0.0,sota-k
T4,D5,L2,0.0,0.0,0.0,sota-k
T4,D5,L3,0.0,0.0,0.0,sota-k
T4,D6,L1,0.0,0.0,0.0,sota-k
T4,D6,L2,0.0,0.0,0.0,sota-k
T4,D6,L3,0.0,0.0,0.0,sota-k
T4,D7,L1,0.0,0.0,0.0,sota-k
T4,D7,L2,0.0,0.0,0.0,sota-k
T4,D7,L3,0.0,0.0,0.0,sota-k
T4,D8,L1,0.0,0.0,0.0,sota-k
T4,D8,L2,0.0,0.0,0.0,sota-k
T4,D8,L3,0.0,0.0,0.0,sota-k
T4,D9,L1,0.0,0.0,0.0,sota-k
T4,D9,L2,0.0,0.0,0.0,sota-k
T4,D9,L3,0.0,0.0,0.0,sota-k
T4,D10,L1,0.0,0.0,0.0,sota-k
T4,D10,L2,0.0,0.0,0.0,sota-k
T4,D10,L3,0.0,0.0,0.0,sota-k
T5,D1,L1,0.0,0.0,0.0,sota-k
T5,D1,L2,0.0,0.0,0.0,sota-k
T5,D1,L3,0.0,0.0,0.0,sota-k
T5,D2,L1,0.0,0.0,0.0,sota-k
T5,D2,L2,0.0,0.0,0.0,sota-k
T5,D2,L3,0.0,0.0,0.0,sota-k
T5,D3,L1,0.0,0.0,0.0,sota-k
T5,D3,L2,0.0,0.0,0.0,sota-k
T5,D3,L3,0.0,0.0,0.0,sota-k
T5,D4,L1,0.0,0.0,0.0,sota-k
T5,D4,L2,0.0,0.0,0.0,sota-k
T5,D4,L3,0.0,0.0,0.0,sota-k
T5,D5,L1,1.0,0.6,0.0008159999999999999,sota-k
T5,D5,L2,0.0,0.0,0.0,sota-k
T5,D5,L3,0.0,0.0,0.0,sota-k
T5,D6,L1,0.0,0.0,0.0,sota-k
T5,D6,L2,0.0,0.0,0.0,sota-k
T5,D6,L3,0.0,0.0,0.0,sota-k
T5,D7,L1,0.0,0.0,0.0,sota-k
T5,D7,L2,0.0,0.0,0.0,sota-k
T5,D7,L3,0.0,0.0,0.0,sota-k
T5,D8,L1,0.0,0.0,0.0,sota-k
T5,D8,L2,0.0,0.0,0.0,sota-k
T5,D8,L3,0.0,0.0,0.0,sota-k
T5,D9,L1,0.0,0.0,0.0,sota-k
T5,D9,L2,0.0,0.0,0.0,sota-k
T5,D9,L3,0.0,0.0,0.0,sota-k
T5,D10,L1,0.0,0.0,0.0,sota-k
T5,D10,L2,0.0,0.0,0.0,sota-k
T5,D10,L3,0.0,0.0,0.0,sota-k
T6,D1,L1,0.0,0.0,0.0,sota-k
T6,D1,L2,0.0,0.0,0.0,sota-k
T6,D1,L3,0.0,0.0,0.0,sota-k
T6,D2,L1,0.0,0.0,0.0,sota-k
T6,D2,L2,0.0,0.0,0.0,sota-k
T6,D2,L3,0.0,0.0,0.0,sota-k
T6,D3,L1,0.0,0.0,0.0,sota-k
T6,D3,L2,0.0,0.0,0.0,sota-k
T6,D3,L3,0.0,0.0,0.0,sota-k
T6,D4,L1,0.0,0.0,0.0,sota-k
T6,D4,L2,0.0,0.0,0.0,sota-k
T6,D4,L3,0.0,0.0,0.0,sota-k
T6,D5,L1,0.0,0.0,0.0,sota-k
T6,D5,L2,0.0,0.0,0.0,sota-k
T6,D5,L3,0.0,0.0,0.0,sota-k
T6,D6,L1,0.0,0.0,0.0,sota-k
T6,D6,L2,0.0,0.0,0.0,sota-k
T6,D6,L3,0.0,0.0,0.0,sota-k
T6,D7,L1,0.0,0.0,0.0,sota-k
T6,D7,L2,0.0,0.0,0.0,sota-k
T6,D7,L3,0.0,0.0,0.0,sota-k
T6,D8,L1,0.0,0.0,0.0,sota-k
T6,D8,L2,0.0,0.0,0.0,sota-k
T6,D8,L3,0.0,0.0,0.0,sota-k
T6,D9,L1,0.0,0.0,0.0,sota-k
T6,D9,L2,0.0,0.0,0.0,sota-k
T6,D9,L3,0.0,0.0,0.0,sota-k
T6,D10,L1,0.0,0.0,0.0,sota-k
T6,D10,L2,0.0,0.0,0.0,sota-k
T6,D10,L3,0.0,0.0,0.0,sota-k
T7,D1,L1,0.0,0.0,0.0,sota-k
T7,D1,L2,0.0,0.0,0.0,sota-k
T7,D1,L3,0.0,0.0,0.0,sota-k
T7,D2,L1,0.0,0.0,0.0,sota-k
T7,D2,L2,0.0,0.0,0.0,sota-k
T7,D2,L3,0.0,0.0,0.0,sota-k
T7,D3,L1,0.0,0.0,0.0,sota-k
T7,D3,L2,0.0,0.0,0.0,sota-k
T7,D3,L3,0.5,0.36,0.001124,sota-k
T7,D4,L1,0.0,0.0,0.0,sota-k
T7,D4,L2,0.0,0.0,0.0,sota-k
T7,D4,L3,0.0,0.0,0.0,sota-k
T7,D5,L1,0.0,0.0,0.0,sota-k
T7,D5,L2,0.0,0.0,0.0,sota-k
T7,D5,L3,0.0,0.0,0.0,sota-k
T7,D6,L1,0.0,0.0,0.0,sota-k
T7,D6,L2,0.0,0.0,0.0,sota-k
T7,D6,L3,0.0,0.0,0.0,sota-k
T7,D7,L1,0.0,0.0,0.0,sota-k
T7,D7,L2,0.0,0.0,0.0,sota-k
T7,D7,L3,0.0,0.0,0.0,sota-k
T7,D8,L1,0.0,0.0,0.0,sota-k
T7,D8,L2,1.0,0.6,0.001664,sota-k
T7,D8,L3,0.5,0.36,0.001124,sota-k
T7,D9,L1,2.0,1.46,0.006434,sota-k
T7,D9,L2,0.0,0.0,0.0,sota-k
T7,D9,L3,0.0,0.0,0.0,sota-k
T7,D10,L1,0.0,0.0,0.0,sota-k
T7,D10,L2,0.0,0.0,0.0,sota-k
T7,D10,L3,0.0,0.0,0.0,sota-k
T8,D1,L1,0.0,0.0,0.0,sota-k
T8,D1,L2,0.0,0.0,0.0,sota-k
T8,D1,L3,0.0,0.0,0.0,sota-k
T8,D2,L1,0.5,0.485,0.001354,sota-k
T8,D2,L2,37.0,31.860000000000003,0.11400174999999997,sota-k
T8,D2,L3,39.0,33.75749999999999,0.1210005,sota-k
T8,D3,L1,0.0,0.0,0.0,sota-k
T8,D3,L2,3.75,3.3499999999999996,0.01156225,sota-k
T8,D3,L3,2.25,2.0524999999999998,0.00657925,sota-k
T8,D4,L1,0.0,0.0,0.0,sota-k
T8,D4,L2,0.25,0.2275,0.00063125,sota-k
T8,D4,L3,0.3333333333333333,0.2866666666666666,0.001026,sota-k
T8,D5,L1,0.0,0.0,0.0,sota-k
T8,D5,L2,6.5,5.640000000000001,0.015053749999999996,sota-k
T8,D5,L3,6.25,5.400000000000001,0.020677249999999998,sota-k
T8,D6,L1,0.0,0.0,0.0,sota-k
T8,D6,L2,3.5,3.2375,0.0109115,sota-k
T8,D6,L3,4.083333333333333,3.5116666666666663,0.014145499999999998,sota-k
T8,D7,L1,0.0,0.0,0.0,sota-k
T8,D7,L2,2.5,2.1,0.005807,sota-k
T8,D7,L3,5.25,4.4624999999999995,0.016845,sota-k
T8,D8,L1,0.0,0.0,0.0,sota-k
T8,D8,L2,17.5,15.360000000000001,0.045355499999999986,sota-k
T8,D8,L3,32.83333333333333,27.244166666666672,0.0892715,sota-k
T8,D9,L1,4.5,3.985,0.012790999999999999,sota-k
T8,D9,L2,24.5,22.529999999999998,0.07673849999999999,sota-k
T8,D9,L3,16.5,14.705,0.053100999999999995,sota-k
T8,D10,L1,0.0,0.0,0.0,sota-k
T8,D10,L2,0.0,0.0,0.0,sota-k
T8,D10,L3,0.0,0.0,0.0,sota-k
T9,D1,L1,0.0,0.0,0.0,sota-k
T9,D1,L2,0.0,0.0,0.0,sota-k
T9,D1,L3,0.0,0.0,0.0,sota-k
T9,D2,L1,0.5,0.37,0.0009755,sota-k
T9,D2,L2,0.0,0.0,0.0,sota-k
T9,D2,L3,0.0,0.0,0.0,sota-k
T9,D3,L1,0.0,0.0,0.0,sota-k
T9,D3,L2,0.0,0.0,0.0,sota-k
T9,D3,L3,0.0,0.0,0.0,sota-k
T9,D4,L1,0.0,0.0,0.0,sota-k
T9,D4,L2,0.0,0.0,0.0,sota-k
T9,D4,L3,0.0,0.0,0.0,sota-k
T9,D5,L1,0.0,0.0,0.0,sota-k
T9,D5,L2,0.0,0.0,0.0,sota-k
T9,D5,L3,0.0,0.0,0.0,sota-k
T9,D6,L1,0.0,0.0,0.0,sota-k
T9,D6,L2,0.0,0.0,0.0,sota-k
T9,D6,L3,0.0,0.0,0.0,sota-k
T9,D7,L1,0.0,0.0,0.0,sota-k
T9,D7,L2,0.0,0.0,0.0,sota-k
T9,D7,L3,0.0,0.0,0.0,sota-k
T9,D8,L1,1.5,0.37,0.0039495,sota-k
T9,D8,L2,0.0,0.0,0.0,sota-k
T9,D8,L3,0.0,0.0,0.0,sota-k
T9,D9,L1,1.0,0.97,0.001085,sota-k
T9,D9,L2,0.0,0.0,0.0,sota-k
T9,D9,L3,0.0,0.0,0.0,sota-k
T9,D10,L1,0.0,0.0,0.0,sota-k
T9,D10,L2,0.0,0.0,0.0,sota-k
T9,D10,L3,0.0,0.0,0.0,sota-k
T10,D1,L1,0.25,0.25,0.00027525,sota-k
T10,D1,L2,0.75,0.455,0.0019182499999999998,sota-k
T10,D1,L3,0.0,0.0,0.0,sota-k
T10,D2,L1,22.75,15.395,0.048194249999999994,sota-k
T10,D2,L2,116.41666666666667,85.32499999999999,0.3087588333333333,sota-k
T10,D2,L3,8.5,6.277500000000001,0.022975999999999996,sota-k
T10,D3,L1,0.5,0.31,0.0008964999999999999,sota-k
T10,D3,L2,10.25,6.96,0.02660925,sota-k
T10,D3,L3,0.25,0.2125,0.0008922499999999999,sota-k
T10,D4,L1,0.0,0.0,0.0,sota-k
T10,D4,L2,1.25,0.7875,0.00365675,sota-k
T10,D4,L3,0.0,0.0,0.0,sota-k
T10,D5,L1,2.0,1.57,0.0040834999999999995,sota-k
T10,D5,L2,15.166666666666666,10.834999999999999,0.04055308333333333,sota-k
T10,D5,L3,0.75,0.63,0.00271025,sota-k
T10,D6,L1,2.0,1.365,0.0037709999999999996,sota-k
T10,D6,L2,8.166666666666668,6.2275,0.021961333333333333,sota-k
T10,D6,L3,0.75,0.56,0.002185,sota-k
T10,D7,L1,0.0,0.0,0.0,sota-k
T10,D7,L2,3.0,2.3499999999999996,0.008845,sota-k
T10,D7,L3,0.75,0.5775,0.0033705,sota-k
T10,D8,L1,17.0,10.559999999999999,0.028016000000000003,sota-k
T10,D8,L2,39.0,25.999999999999993,0.08805200000000003,sota-k
T10,D8,L3,4.5,2.9825,0.013151,sota-k
T10,D9,L1,32.0,24.025000000000002,0.07973199999999997,sota-k
T10,D9,L2,23.0,17.165,0.06663400000000001,sota-k
T10,D9,L3,0.0,0.0,0.0,sota-k
T10,D10,L1,0.0,0.0,0.0,sota-k
T10,D10,L2,0.0,0.0,0.0,sota-k
T10,D10,L3,0.0,0.0,0.0,sota-k
T11,D1,L1,0.0,0.0,0.0,sota-k
T11,D1,L2,0.0,0.0,0.0,sota-k
T11,D1,L3,0.0,0.0,0.0,sota-k
T11,D2,L1,0.0,0.0,0.0,sota-k
T11,D2,L2,0.0,0.0,0.0,sota-k
T11,D2,L3,0.0,0.0,0.0,sota-k
T11,D3,L1,0.0,0.0,0.0,sota-k
T11,D3,L2,0.5,0.0,0.0007954999999999999,sota-k
T11,D3,L3,0.0,0.0,0.0,sota-k
T11,D4,L1,2.0,0.86,0.0031009999999999996,sota-k
T11,D4,L2,0.5,0.41,0.0006965000000000001,sota-k
T11,D4,L3,0.0,0.0,0.0,sota-k
T11,D5,L1,2.833333333333333,1.6233333333333335,0.004445166666666667,sota-k
T11,D5,L2,0.5,0.0,0.0007954999999999999,sota-k
T11,D5,L3,0.0,0.0,0.0,sota-k
T11,D6,L1,0.5,0.5,0.0007055,sota-k
T11,D6,L2,0.0,0.0,0.0,sota-k
T11,D6,L3,0.5,0.375,0.0006925,sota-k
T11,D7,L1,1.0,0.8300000000000001,0.00162,sota-k
T11,D7,L2,2.5,1.325,0.0047279999999999996,sota-k
T11,D7,L3,0.0,0.0,0.0,sota-k
T11,D8,L1,41.83333333333333,34.46833333333333,0.07065616666666669,sota-k
T11,D8,L2,9.5,8.615,0.017058,sota-k
T11,D8,L3,5.0,4.58,0.010831999999999998,sota-k
T11,D9,L1,1.8333333333333333,1.5483333333333333,0.003028166666666667,sota-k
T11,D9,L2,0.0,0.0,0.0,sota-k
T11,D9,L3,0.5,0.375,0.0006925,sota-k
T11,D10,L1,0.0,0.0,0.0,sota-k
T11,D10,L2,0.0,0.0,0.0,sota-k
T11,D10,L3,0.0,0.0,0.0,sota-k
T12,D1,L1,0.0,0.0,0.0,sota-k
T12,D1,L2,0.0,0.0,0.0,sota-k
T12,D1,L3,0.0,0.0,0.0,sota-k
T12,D2,L1,1.0,0.87,0.002216,sota-k
T12,D2,L2,0.0,0.0,0.0,sota-k
T12,D2,L3,0.0,0.0,0.0,sota-k
T12,D3,L1,0.0,0.0,0.0,sota-k
T12,D3,L2,0.0,0.0,0.0,sota-k
T12,D3,L3,0.0,0.0,0.0,sota-k
T12,D4,L1,0.0,0.0,0.0,sota-k
T12,D4,L2,0.0,0.0,0.0,sota-k
T12,D4,L3,0.0,0.0,0.0,sota-k
T12,D5,L1,0.0,0.0,0.0,sota-k
T12,D5,L2,0.0,0.0,0.0,sota-k
T12,D5,L3,0.0,0.0,0.0,sota-k
T12,D6,L1,0.0,0.0,0.0,sota-k
T12,D6,L2,0.0,0.0,0.0,sota-k
T12,D6,L3,0.0,0.0,0.0,sota-k
T12,D7,L1,0.0,0.0,0.0,sota-k
T12,D7,L2,0.0,0.0,0.0,sota-k
T12,D7,L3,0.0,0.0,0.0,sota-k
T12,D8,L1,0.0,0.0,0.0,sota-k
T12,D8,L2,0.0,0.0,0.0,sota-k
T12,D8,L3,0.0,0.0,0.0,sota-k
T12,D9,L1,1.0,0.81,0.0011979999999999998,sota-k
T12,D9,L2,0.0,0.0,0.0,sota-k
T12,D9,L3,0.0,0.0,0.0,sota-k
T12,D10,L1,2.0,1.8599999999999999,0.003462,sota-k
T12,D10,L2,0.0,0.0,0.0,sota-k
T12,D10,L3,0.0,0.0,0.0,sota-k
T1,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D2,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D8,L2,1.0,0.78,0.00010279500000000001,midm-base-2.3.2
T1,D8,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D9,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D9,L2,0.5,0.38,4.516875e-05,midm-base-2.3.2
T1,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T1,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T1,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T1,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T2,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D2,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D2,L2,9.5,7.115,0.0009415312500000001,midm-base-2.3.2
T2,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T2,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T2,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T2,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T2,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D7,L1,0.5,0.41,4.096125e-05,midm-base-2.3.2
T2,D7,L2,1.5,1.28,0.00015538875,midm-base-2.3.2
T2,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D8,L1,1.5,1.2,0.00018863625,midm-base-2.3.2
T2,D8,L2,12.0,9.255,0.0014232075,midm-base-2.3.2
T2,D8,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D9,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D9,L2,4.0,3.46,0.0004409625,midm-base-2.3.2
T2,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T2,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T2,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T2,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T3,D1,L1,12.083333333333332,7.718333333333333,0.0011578531250000003,midm-base-2.3.2
T3,D1,L2,18.583333333333332,9.994166666666665,0.00192116375,midm-base-2.3.2
T3,D1,L3,0.3333333333333333,0.26666666666666666,7.196749999999999e-05,midm-base-2.3.2
T3,D2,L1,13.583333333333332,8.903333333333332,0.0012778081250000004,midm-base-2.3.2
T3,D2,L2,22.083333333333332,12.554166666666667,0.0022241037500000003,midm-base-2.3.2
T3,D2,L3,0.3333333333333333,0.26666666666666666,7.196749999999999e-05,midm-base-2.3.2
T3,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T3,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T3,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T3,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T3,D4,L2,0.5,0.28,2.8668750000000002e-05,midm-base-2.3.2
T3,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T3,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T3,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T3,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T3,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T3,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T3,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T3,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T3,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T3,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T3,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T3,D8,L2,1.0,0.72,9.16575e-05,midm-base-2.3.2
T3,D8,L3,0.3333333333333333,0.26666666666666666,7.196749999999999e-05,midm-base-2.3.2
T3,D9,L1,0.8333333333333333,0.7133333333333334,7.9475e-05,midm-base-2.3.2
T3,D9,L2,0.3333333333333333,0.24666666666666665,3.4347499999999996e-05,midm-base-2.3.2
T3,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T3,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T3,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T3,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D2,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D8,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D8,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D9,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D9,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T4,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T4,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T4,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D2,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D5,L1,1.0,0.48,6.798000000000001e-05,midm-base-2.3.2
T5,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D8,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D8,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D9,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D9,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T5,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T5,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T5,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D2,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D3,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D4,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D4,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D5,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D5,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D5,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D6,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D6,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D6,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D7,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D7,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D7,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D8,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D8,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D8,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D9,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D9,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D9,L3,0.0,0.0,0.0,midm-base-2.3.2
T6,D10,L1,0.0,0.0,0.0,midm-base-2.3.2
T6,D10,L2,0.0,0.0,0.0,midm-base-2.3.2
T6,D10,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D1,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D1,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D1,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D2,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D2,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D2,L3,0.0,0.0,0.0,midm-base-2.3.2
T7,D3,L1,0.0,0.0,0.0,midm-base-2.3.2
T7,D3,L2,0.0,0.0,0.0,midm-base-2.3.2
T7,D3,L3,0.5,0.31,4.52925e-05,midm-base-2.3.2
T7,D4,L1,0.0,0.0,0.0,midm-base-2.3.2
